日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201904010700,2844.4,2847.3,2844.4,2847,2844.7,2847.8,2844.7,2847.5
201904010701,2847.1,2852.1,2847.1,2852.1,2847.6,2852.6,2847.6,2852.5
201904010702,2852,2853.2,2851.5,2851.9,2852.6,2853.6,2851.8,2852.3
201904010703,2852,2852,2851.2,2851.2,2852.4,2852.5,2851.6,2851.6
201904010704,2851.2,2852.4,2851.2,2851.6,2851.6,2852.8,2851.6,2852
201904010705,2851.6,2851.8,2851.2,2851.4,2852,2852.3,2851.8,2851.8
201904010706,2851.4,2851.7,2851.2,2851.3,2851.8,2852,2851.6,2851.6
201904010707,2851,2851.1,2850.7,2851.1,2851.3,2851.5,2851.1,2851.5
201904010708,2851.1,2851.3,2851.1,2851.2,2851.5,2851.8,2851.5,2851.5
201904010709,2851.2,2851.9,2851.1,2851.9,2851.5,2852.2,2851.4,2852.2
201904010710,2851.9,2851.9,2851.2,2851.4,2852.2,2852.3,2851.7,2851.7
201904010711,2851.4,2851.4,2851.3,2851.3,2851.7,2851.7,2851.6,2851.6
201904010712,2851.2,2851.2,2850.9,2850.9,2851.5,2851.5,2851.2,2851.2
201904010713,2851,2851.1,2850.9,2851,2851.3,2851.5,2851.3,2851.3
201904010714,2851,2851.1,2850.9,2851,2851.3,2851.5,2851.3,2851.3
201904010715,2851,2851,2850.7,2850.7,2851.3,2851.3,2851,2851
201904010716,2850.7,2850.8,2850.7,2850.8,2851,2851.3,2851,2851.2
201904010717,2850.7,2850.8,2850.2,2850.2,2851.3,2851.3,2850.8,2850.8
201904010718,2850.2,2850.7,2850.2,2850.6,2850.8,2851,2850.7,2851
201904010719,2850.6,2850.9,2850.6,2850.9,2851,2851.3,2850.9,2851.2
201904010720,2851,2852.1,2850.9,2852,2851.3,2852.5,2851.3,2852.4
201904010721,2852,2852.5,2851.6,2852.5,2852.4,2852.8,2852,2852.8
201904010722,2852.5,2852.5,2851.7,2851.7,2852.8,2852.9,2852,2852
201904010723,2851.7,2851.7,2851.6,2851.6,2852,2852,2851.9,2851.9
201904010724,2851.7,2851.7,2851.5,2851.7,2852,2852.1,2851.9,2852
201904010725,2851.7,2851.7,2851.6,2851.7,2852,2852,2852,2852
201904010726,2851.7,2851.7,2851.6,2851.7,2852,2852,2852,2852
201904010727,2851.7,2852,2851.7,2851.7,2852,2852.3,2852,2852
201904010728,2851.7,2851.8,2851.7,2851.7,2852,2852.1,2852,2852
201904010729,2851.7,2852,2851.7,2852,2852,2852.3,2852,2852.3
201904010730,2852,2852.1,2851.5,2851.5,2852.3,2852.5,2851.9,2852
201904010731,2851.5,2851.6,2851.5,2851.5,2852,2852,2851.8,2851.8
201904010732,2851.5,2851.5,2851.3,2851.4,2851.8,2851.8,2851.7,2851.7
201904010733,2851.4,2851.8,2851.4,2851.8,2851.7,2852.1,2851.7,2852.1
201904010734,2851.8,2851.8,2851.5,2851.5,2852.1,2852.1,2851.8,2851.8
201904010735,2851.5,2851.6,2851.5,2851.6,2851.8,2852,2851.8,2851.9
201904010736,2851.6,2851.6,2851.5,2851.5,2851.9,2852,2851.8,2851.8
201904010737,2851.5,2851.6,2851.5,2851.6,2851.8,2852,2851.8,2851.9
201904010738,2851.6,2851.6,2851.5,2851.6,2851.9,2851.9,2851.8,2851.9
201904010739,2851.5,2851.8,2851.5,2851.8,2851.8,2852.1,2851.8,2852.1
201904010740,2851.7,2851.7,2851.5,2851.7,2852,2852.1,2851.8,2852
201904010741,2851.7,2851.8,2851.7,2851.8,2852,2852.1,2852,2852.1
201904010742,2851.8,2851.9,2851.7,2851.7,2852.1,2852.3,2852,2852
201904010743,2851.7,2851.7,2851.5,2851.5,2852,2852.1,2851.8,2851.8
201904010744,2851.5,2851.6,2851.5,2851.6,2851.8,2851.9,2851.8,2851.9
201904010745,2851.6,2851.6,2851.4,2851.4,2851.9,2851.9,2851.7,2851.7
201904010746,2851.4,2851.5,2851.4,2851.5,2851.7,2851.8,2851.7,2851.8
201904010747,2851.5,2851.7,2851.5,2851.5,2851.8,2852,2851.8,2852
201904010748,2851.5,2851.6,2851.5,2851.5,2852,2852,2851.8,2851.8
201904010749,2851.5,2851.5,2851.2,2851.3,2851.8,2851.8,2851.5,2851.6
201904010750,2851.3,2851.5,2851,2851.5,2851.6,2851.8,2851.3,2851.8
201904010751,2851.5,2851.7,2851,2851.2,2851.8,2852,2851.3,2851.5
201904010752,2851.2,2851.9,2850.7,2851.5,2851.5,2852.3,2851.1,2852
201904010753,2851.5,2851.6,2850.9,2851,2852,2852.1,2851.3,2851.3
201904010754,2850.9,2851.2,2850.8,2851.2,2851.2,2851.5,2851.2,2851.5
201904010755,2851.2,2851.2,2850.7,2850.9,2851.5,2851.5,2851.2,2851.2
201904010756,2850.9,2850.9,2850.7,2850.7,2851.2,2851.3,2851,2851
201904010757,2850.7,2850.7,2850.7,2850.7,2851,2851,2851,2851
201904010758,2850.7,2850.7,2850.5,2850.6,2851,2851,2850.8,2851
201904010759,2850.6,2850.7,2850.5,2850.6,2851,2851,2850.9,2851
201904010800,2850.6,2850.6,2850.4,2850.4,2851,2851,2850.7,2850.7
201904010801,2850.4,2850.4,2850.2,2850.2,2850.7,2850.8,2850.5,2850.5
201904010802,2850.2,2850.2,2850,2850.1,2850.5,2850.6,2850.3,2850.4
201904010803,2850.1,2850.1,2849.7,2849.9,2850.4,2850.6,2850,2850.2
201904010804,2849.9,2850.5,2849.9,2850.5,2850.2,2850.8,2850.2,2850.8
201904010805,2850.5,2851.7,2850.5,2851.7,2850.8,2852,2850.8,2852
201904010806,2851.7,2851.7,2850.4,2850.4,2852,2852,2850.7,2850.7
201904010807,2850.4,2850.5,2850,2850,2850.7,2850.8,2850.4,2850.5
201904010808,2850,2850,2849.5,2849.7,2850.5,2850.5,2850,2850
201904010809,2849.7,2850.2,2849.7,2850,2850,2850.5,2850,2850.3
201904010810,2850,2850,2849.5,2849.5,2850.3,2850.3,2849.8,2849.8
201904010811,2849.4,2849.7,2849.2,2849.7,2849.7,2850,2849.7,2850
201904010812,2849.7,2850.3,2849.7,2850.3,2850,2850.8,2850,2850.6
201904010813,2850.3,2850.7,2850.2,2850.7,2850.6,2851,2850.6,2851
201904010814,2850.7,2851,2850.5,2850.7,2851,2851.3,2851,2851
201904010815,2850.7,2850.8,2850.4,2850.5,2851,2851.1,2850.7,2850.8
201904010816,2850.5,2850.6,2850.5,2850.5,2850.8,2851.1,2850.8,2850.8
201904010817,2850.5,2850.5,2850.2,2850.5,2850.8,2850.8,2850.7,2850.8
201904010818,2850.5,2850.5,2850.5,2850.5,2850.8,2850.8,2850.8,2850.8
201904010819,2850.5,2851,2850.5,2850.5,2850.8,2851.3,2850.8,2850.8
201904010820,2850.5,2850.7,2850.5,2850.7,2850.8,2851,2850.8,2851
201904010821,2850.7,2851.5,2850.7,2851.4,2851,2851.8,2851,2851.7
201904010822,2851.5,2851.7,2851,2851,2851.8,2852,2851.3,2851.3
201904010823,2851,2851.1,2850.7,2851.1,2851.3,2851.5,2851.2,2851.4
201904010824,2851.1,2851.1,2850.7,2850.8,2851.4,2851.5,2851.1,2851.1
201904010825,2850.8,2851,2850.7,2851,2851.1,2851.3,2851.1,2851.3
201904010826,2851,2851.3,2851,2851.1,2851.3,2851.8,2851.3,2851.4
201904010827,2851,2851,2850.8,2851,2851.3,2851.3,2851.2,2851.3
201904010828,2851,2851,2850.7,2850.8,2851.3,2851.3,2851.1,2851.2
201904010829,2850.8,2851,2850.7,2851,2851.2,2851.3,2851,2851.3
201904010830,2850.9,2850.9,2850.5,2850.6,2851.2,2851.3,2850.8,2850.9
201904010831,2850.6,2850.6,2850.2,2850.5,2850.9,2851,2850.6,2850.8
201904010832,2850.5,2850.5,2849.7,2850.2,2850.8,2850.8,2850.2,2850.5
201904010833,2850.2,2850.2,2850,2850,2850.5,2850.5,2850.4,2850.4
201904010834,2850,2850.2,2850,2850.2,2850.4,2850.5,2850.4,2850.5
201904010835,2850.2,2850.3,2850.2,2850.3,2850.5,2850.8,2850.5,2850.6
201904010836,2850.3,2850.7,2850.3,2850.7,2850.6,2851,2850.6,2851
201904010837,2850.7,2850.7,2850.7,2850.7,2851,2851,2851,2851
201904010838,2850.7,2850.7,2850.7,2850.7,2851,2851,2851,2851
201904010839,2850.7,2850.7,2850.5,2850.5,2851,2851,2850.8,2850.8
201904010840,2850.5,2850.7,2850.5,2850.7,2850.8,2851.1,2850.8,2851
201904010841,2850.7,2850.9,2850.7,2850.7,2851,2851.3,2851,2851
201904010842,2850.7,2851.2,2850.7,2851.1,2851,2851.5,2851,2851.5
201904010843,2851.1,2851.7,2851.1,2851.7,2851.5,2852,2851.5,2852
201904010844,2851.7,2852.3,2851.7,2852,2852,2852.8,2852,2852.3
201904010845,2852.1,2852.7,2852,2852.6,2852.4,2853,2852.4,2852.9
201904010846,2852.6,2853.2,2852.5,2852.7,2852.9,2853.5,2852.8,2853
201904010847,2852.7,2852.9,2852.4,2852.9,2853,2853.3,2852.7,2853.2
201904010848,2852.9,2852.9,2852.7,2852.9,2853.2,2853.3,2853.1,2853.2
201904010849,2853,2853,2852.5,2852.5,2853.3,2853.3,2852.8,2852.8
201904010850,2852.5,2852.7,2852.2,2852.2,2853,2853,2852.5,2852.5
201904010851,2852.2,2852.5,2852,2852.3,2852.5,2852.8,2852.5,2852.6
201904010852,2852.3,2852.5,2852.2,2852.5,2852.6,2852.8,2852.6,2852.8
201904010853,2852.5,2852.5,2852.2,2852.4,2852.8,2852.8,2852.6,2852.7
201904010854,2852.5,2852.5,2852.3,2852.3,2852.8,2852.9,2852.6,2852.6
201904010855,2852.3,2852.8,2852.2,2852.8,2852.6,2853.3,2852.6,2853.1
201904010856,2852.8,2852.8,2852.5,2852.7,2853.1,2853.1,2852.8,2853
201904010857,2852.7,2852.8,2852.5,2852.7,2853,2853.3,2852.9,2853
201904010858,2852.7,2852.7,2852.3,2852.3,2853,2853,2852.6,2852.6
201904010859,2852.3,2852.5,2852.2,2852.5,2852.6,2853,2852.5,2852.8
201904010900,2852.5,2853.2,2852.2,2852.9,2852.8,2853.5,2852.6,2853.2
201904010901,2852.9,2853.2,2852,2852.4,2853.2,2853.5,2852.4,2852.7
201904010902,2852.4,2852.9,2852.4,2852.7,2852.7,2853.3,2852.7,2853
201904010903,2852.7,2853.2,2852.7,2853.2,2853,2853.5,2853,2853.5
201904010904,2853.2,2853.4,2853,2853.2,2853.5,2853.8,2853.3,2853.8
201904010905,2853.2,2853.4,2853,2853,2853.8,2853.8,2853.3,2853.3
201904010906,2853,2853.2,2853,2853,2853.3,2853.5,2853.3,2853.3
201904010907,2853.1,2856.8,2853,2855.5,2853.4,2857.1,2853.4,2855.8
201904010908,2855.5,2857,2855.2,2856.3,2855.8,2857.3,2855.6,2856.7
201904010909,2856.3,2856.4,2856,2856.4,2856.7,2856.8,2856.3,2856.7
201904010910,2856.4,2856.7,2856,2856.1,2856.7,2857,2856.3,2856.4
201904010911,2856,2856.6,2856,2856.5,2856.3,2857,2856.3,2856.8
201904010912,2856.2,2856.7,2856,2856,2856.5,2857,2856.3,2856.3
201904010913,2856,2856,2855.7,2855.7,2856.3,2856.3,2856,2856
201904010914,2855.7,2855.8,2855.3,2855.8,2856,2856.1,2855.7,2856.1
201904010915,2855.6,2855.6,2855,2855.1,2855.9,2856,2855.3,2855.4
201904010916,2855.1,2855.6,2855,2855.6,2855.4,2856,2855.3,2855.9
201904010917,2855.5,2855.9,2855.2,2855.9,2855.8,2856.3,2855.6,2856.2
201904010918,2856,2856,2855.4,2855.7,2856.3,2856.3,2855.7,2856
201904010919,2855.7,2855.9,2855.5,2855.9,2856,2856.3,2855.8,2856.2
201904010920,2855.9,2856.3,2855.9,2856.3,2856.2,2856.6,2856.2,2856.6
201904010921,2856.3,2857.2,2856.3,2856.8,2856.6,2857.5,2856.6,2857.2
201904010922,2856.8,2856.9,2856.6,2856.7,2857.2,2857.2,2856.9,2857
201904010923,2856.7,2856.7,2856.2,2856.3,2857,2857,2856.5,2856.7
201904010924,2856.3,2856.3,2855.2,2855.2,2856.7,2856.7,2855.5,2855.5
201904010925,2855.2,2855.6,2855.2,2855.3,2855.5,2856,2855.5,2855.6
201904010926,2855.3,2855.6,2855,2855.5,2855.6,2856,2855.3,2855.8
201904010927,2855.5,2855.5,2854.9,2854.9,2855.8,2855.8,2855.2,2855.2
201904010928,2855,2855.2,2855,2855,2855.3,2855.5,2855.3,2855.3
201904010929,2855,2855,2854.7,2855,2855.3,2855.5,2855.1,2855.3
201904010930,2855,2855.5,2854.5,2854.5,2855.3,2856,2854.8,2854.8
201904010931,2854.5,2854.7,2854.3,2854.6,2854.8,2855,2854.7,2854.9
201904010932,2854.6,2854.6,2854.5,2854.5,2854.9,2854.9,2854.8,2854.8
201904010933,2854.5,2854.5,2854.2,2854.2,2854.8,2854.8,2854.5,2854.5
201904010934,2854.3,2854.4,2854.2,2854.3,2854.6,2854.8,2854.5,2854.6
201904010935,2854.2,2854.3,2854.2,2854.2,2854.5,2854.6,2854.5,2854.5
201904010936,2854.2,2854.3,2854.2,2854.2,2854.5,2854.8,2854.5,2854.5
201904010937,2854.2,2854.4,2854.2,2854.2,2854.5,2854.8,2854.5,2854.5
201904010938,2854.2,2854.2,2854,2854,2854.5,2854.5,2854.3,2854.3
201904010939,2854,2854.3,2854,2854.3,2854.3,2854.8,2854.3,2854.6
201904010940,2854.3,2854.7,2854.2,2854.7,2854.6,2855,2854.5,2855
