日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202208190700,4286.9,4287.7,4285.5,4286.2,4287.2,4288,4285.9,4286.6
202208190701,4286.2,4286.4,4284.8,4285.4,4286.6,4286.8,4285.1,4285.8
202208190702,4285.4,4285.4,4284.7,4285.2,4285.8,4285.8,4285.1,4285.7
202208190703,4285.2,4285.7,4285.2,4285.5,4285.7,4286.1,4285.7,4285.9
202208190704,4285.5,4285.6,4285,4285,4285.9,4286,4285.4,4285.5
202208190705,4285,4286.7,4285,4286.7,4285.5,4287.1,4285.5,4287.1
202208190706,4286.7,4287,4286.7,4286.7,4287.1,4287.4,4287,4287
202208190707,4286.7,4286.7,4285.7,4285.7,4287,4287,4286.3,4286.3
202208190708,4285.7,4286.4,4285.4,4286.3,4286.3,4286.8,4285.8,4286.8
202208190709,4286.3,4286.3,4286,4286.2,4286.9,4286.9,4286.5,4286.7
202208190710,4286.2,4286.4,4286,4286,4286.7,4286.9,4286.5,4286.5
202208190711,4286,4286.6,4286,4286.6,4286.5,4287,4286.5,4287
202208190712,4286.6,4286.7,4286.2,4286.7,4287,4287.3,4286.7,4287.1
202208190713,4286.7,4286.7,4286.2,4286.2,4287.1,4287.2,4286.5,4286.8
202208190714,4286.2,4286.2,4285.4,4285.5,4286.8,4286.8,4286,4286.1
202208190715,4285.5,4285.9,4285.5,4285.8,4286.1,4286.4,4286,4286.4
202208190716,4285.7,4286.1,4285.6,4285.6,4286.3,4286.6,4286,4286
202208190717,4285.6,4285.8,4285.5,4285.5,4286,4286.4,4286,4286.1
202208190718,4285.5,4285.7,4285.4,4285.7,4286.1,4286.1,4285.9,4286.1
202208190719,4285.7,4285.7,4285.5,4285.6,4286.1,4286.3,4286,4286
202208190720,4285.6,4285.8,4285.4,4285.5,4286,4286.3,4285.9,4285.9
202208190721,4285.5,4286,4285.5,4285.7,4285.9,4286.3,4285.9,4286.1
202208190722,4285.7,4286.1,4285.7,4286.1,4286.1,4286.5,4286.1,4286.5
202208190723,4286.1,4286.4,4286,4286.2,4286.5,4286.8,4286.5,4286.8
202208190724,4286.2,4286.3,4286.2,4286.3,4286.8,4286.8,4286.5,4286.6
202208190725,4286.3,4286.3,4286,4286,4286.6,4286.6,4286.3,4286.4
202208190726,4286,4287.5,4285.9,4287.2,4286.4,4287.9,4286.4,4287.5
202208190727,4287.2,4287.2,4286.7,4286.8,4287.5,4287.6,4287,4287.2
202208190728,4286.8,4286.8,4286.3,4286.6,4287.2,4287.2,4286.7,4287
202208190729,4286.6,4286.7,4286,4286,4287,4287.1,4286.3,4286.3
202208190730,4286,4286.1,4285.9,4286.1,4286.3,4286.6,4286.2,4286.5
202208190731,4286.1,4286.5,4285.6,4285.7,4286.5,4286.8,4286,4286
