日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201907090700,2977.6,2977.6,2976.9,2977.1,2977.9,2977.9,2977.3,2977.5
201907090701,2977.1,2977.2,2976.7,2976.7,2977.5,2977.5,2977.2,2977.3
201907090702,2976.7,2977,2976.4,2976.5,2977.3,2977.3,2976.7,2976.8
201907090703,2976.5,2976.9,2976.5,2976.8,2976.8,2977.2,2976.8,2977.1
201907090704,2976.7,2976.8,2976.4,2976.7,2977,2977.3,2977,2977.3
201907090705,2976.7,2977.5,2976.7,2977.4,2977.3,2977.8,2977.2,2977.7
201907090706,2977.4,2978,2977.4,2978,2977.7,2978.3,2977.7,2978.3
201907090707,2978,2978,2978,2978,2978.3,2978.5,2978.3,2978.3
201907090708,2978,2978,2977.7,2977.7,2978.3,2978.3,2978,2978
201907090709,2977.7,2977.7,2977.5,2977.7,2978,2978,2978,2978
201907090710,2977.7,2978,2977.6,2978,2978,2978.4,2978,2978.4
201907090711,2978,2978.1,2977.9,2977.9,2978.4,2978.5,2978.4,2978.5
201907090712,2978,2978.2,2978,2978.2,2978.5,2978.5,2978.4,2978.5
201907090713,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090714,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090715,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090716,2978.2,2978.3,2978.2,2978.3,2978.5,2978.6,2978.5,2978.6
201907090717,2978.3,2978.3,2978.2,2978.2,2978.6,2978.6,2978.5,2978.5
201907090718,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090719,2978.2,2978.3,2978.2,2978.3,2978.5,2978.6,2978.5,2978.6
201907090720,2978.2,2978.2,2977.7,2977.7,2978.5,2978.5,2978,2978
201907090721,2977.7,2977.7,2977.7,2977.7,2978,2978,2978,2978
201907090722,2977.7,2978.1,2977.7,2978.1,2978,2978.5,2978,2978.4
201907090723,2978.1,2978.2,2978.1,2978.2,2978.4,2978.5,2978.4,2978.5
201907090724,2978.2,2978.2,2978.1,2978.2,2978.5,2978.5,2978.4,2978.5
201907090725,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090726,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
201907090727,2978.2,2978.2,2978,2978,2978.5,2978.5,2978.3,2978.3
201907090728,2978,2978,2978,2978,2978.3,2978.3,2978.3,2978.3
201907090729,2978,2978.2,2978,2978.1,2978.3,2978.5,2978.3,2978.4
201907090730,2978.1,2978.2,2978.1,2978.2,2978.4,2978.5,2978.4,2978.5
201907090731,2978.2,2978.2,2978.2,2978.2,2978.5,2978.5,2978.5,2978.5
