日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202205250700,3949.9,3953,3949.9,3952.1,3950.2,3953.6,3950.2,3952.8
202205250701,3952.1,3952.9,3951.5,3952.6,3952.8,3953.3,3952.2,3953.2
202205250702,3952.6,3952.8,3951.9,3951.9,3953.2,3953.3,3952.3,3952.5
202205250703,3951.9,3952.2,3951.8,3952.1,3952.5,3952.8,3952.4,3952.7
202205250704,3952.1,3952.4,3952,3952.4,3952.7,3952.9,3952.5,3952.8
202205250705,3952.4,3952.4,3951.5,3951.6,3952.8,3953,3952,3952.1
202205250706,3951.6,3952.4,3951.6,3952.1,3952.2,3952.8,3952,3952.8
202205250707,3952.1,3953,3952.1,3952.8,3952.8,3953.3,3952.7,3953.3
202205250708,3952.7,3953.2,3952.4,3952.7,3953.2,3953.8,3952.9,3953
202205250709,3952.7,3952.8,3952.4,3952.6,3953,3953.1,3952.9,3953
202205250710,3952.6,3954,3952.6,3953.9,3953,3954.5,3953,3954.3
202205250711,3953.9,3957.5,3953.7,3956.6,3954.3,3958.1,3954.2,3957.2
202205250712,3956.5,3957.8,3956.4,3957.7,3957.1,3958.6,3957,3958.1
202205250713,3957.7,3958.2,3957.4,3957.6,3958.1,3958.6,3958,3958.1
202205250714,3957.5,3958.7,3957.5,3958.5,3958,3959.3,3958,3959.1
202205250715,3958.5,3959.2,3958.5,3958.9,3959.1,3959.5,3958.9,3959.3
202205250716,3958.9,3960.8,3958.9,3960.2,3959.3,3961.3,3959.3,3960.6
202205250717,3960.2,3960.2,3959.5,3959.5,3960.6,3960.8,3960,3960
202205250718,3959.5,3960.4,3959,3959,3960.1,3960.8,3959.3,3959.4
202205250719,3959,3959.7,3958.3,3959.7,3959.4,3960.3,3958.8,3960.3
202205250720,3959.9,3960,3959.1,3959.5,3960.4,3960.5,3959.7,3960.1
202205250721,3959.5,3959.5,3959,3959,3960.1,3960.1,3959.4,3959.4
202205250722,3959,3959.3,3958.7,3958.7,3959.4,3959.8,3959.1,3959.1
202205250723,3958.7,3958.7,3957.6,3957.9,3959.1,3959.1,3958.1,3958.3
202205250724,3957.9,3959.7,3957.5,3959.4,3958.3,3960.2,3957.8,3959.9
202205250725,3959.4,3959.5,3958.9,3959.2,3959.9,3960,3959.3,3959.7
202205250726,3959.2,3960.4,3959.2,3960.2,3959.7,3960.8,3959.7,3960.7
202205250727,3960.2,3960.4,3959.7,3960.4,3960.7,3960.8,3960.1,3960.8
202205250728,3960.4,3960.7,3959.9,3960.2,3960.8,3961,3960.3,3960.8
202205250729,3960.2,3960.5,3959.1,3959.3,3960.7,3961.1,3959.5,3959.8
202205250730,3959.3,3959.3,3958.2,3958.4,3959.8,3959.8,3958.7,3958.8
202205250731,3958.4,3959.6,3958.2,3959,3958.8,3960,3958.7,3959.6
202205250732,3959,3959.9,3959,3959.5,3959.6,3960.5,3959.6,3960
202205250733,3959.5,3960.2,3959.5,3960.2,3960,3960.6,3960,3960.6
202205250734,3960.2,3960.6,3959.9,3960.6,3960.6,3961.1,3960.5,3961
202205250735,3960.6,3962.2,3960.6,3961.5,3961,3962.6,3961,3961.9
202205250736,3961.5,3962,3961.2,3961.3,3961.9,3962.3,3961.6,3962
202205250737,3961.3,3961.7,3960.5,3960.6,3962,3962.1,3961,3961.1
202205250738,3960.6,3961.2,3960.6,3961.2,3961.1,3961.8,3961.1,3961.6
202205250739,3961.2,3961.5,3960.7,3961,3961.6,3962,3961.3,3961.4
202205250740,3961,3961.5,3960.7,3961.1,3961.4,3961.8,3961.2,3961.8
202205250741,3961.2,3961.4,3960.5,3960.5,3961.7,3961.9,3960.9,3961
