日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202303200700,3963.6,3971.7,3957.9,3959,3963.9,3972,3958.3,3959.6
202303200701,3959,3962.6,3957.9,3959.2,3959.6,3963.1,3958.5,3959.9
202303200702,3958.8,3960.8,3956.1,3956.3,3959.3,3961.4,3956.7,3956.8
202303200703,3956.3,3964.9,3956.3,3963.3,3956.8,3965.5,3956.8,3963.9
202303200704,3963.3,3963.8,3957,3958.7,3963.9,3964.3,3957.8,3959.2
202303200705,3958.7,3960.1,3956,3956.7,3959.3,3960.6,3956.6,3957.1
202303200706,3956.7,3959.2,3956.1,3956.1,3957.1,3959.8,3956.4,3956.4
202303200707,3956.1,3958.5,3956.1,3957,3956.4,3959.1,3956.4,3957.4
202303200708,3956.7,3958.5,3956.6,3957.5,3957.2,3959.1,3957.2,3958.1
202303200709,3957.5,3960.5,3957.5,3959.2,3958.1,3961.1,3958,3959.7
202303200710,3959.2,3961.9,3958.4,3961.2,3959.7,3962.4,3959.1,3961.7
202303200711,3961.2,3962.1,3960.4,3960.6,3961.9,3962.5,3961,3961.2
202303200712,3960.6,3960.7,3956.9,3957.4,3961.2,3961.3,3957.5,3957.8
202303200713,3957.4,3961.3,3957.3,3961.3,3957.8,3961.9,3957.8,3961.9
202303200714,3961.7,3962.3,3959,3960,3962.3,3962.8,3959.6,3960.6
202303200715,3960,3961.2,3960,3960.9,3960.6,3961.6,3960.6,3961.3
202303200716,3960.9,3960.9,3957.2,3959.3,3961.3,3961.3,3957.5,3960
202303200717,3959.3,3959.3,3956.8,3957,3960,3960,3957.4,3957.6
202303200718,3957,3957,3953.6,3954.2,3957.6,3957.6,3954.2,3954.5
202303200719,3954.2,3954.9,3952.5,3953.8,3954.5,3955.3,3953,3954.3
202303200720,3953.8,3956,3953.8,3955.5,3954.3,3956.3,3954.3,3956
202303200721,3955.5,3956.7,3955,3956.7,3956,3957.2,3955.4,3957.2
202303200722,3956.7,3958,3956.1,3957.2,3957.2,3958.4,3956.7,3957.8
202303200723,3957,3959,3957,3959,3957.5,3959.6,3957.5,3959.3
202303200724,3959,3959.5,3957.2,3959.4,3959.3,3960,3957.7,3960
202303200725,3959.4,3959.7,3958.9,3959.1,3960,3960.1,3959.3,3959.5
202303200726,3959.2,3963,3959,3962.3,3959.6,3963.5,3959.6,3962.8
202303200727,3962.2,3965,3961.5,3963.8,3962.8,3965.7,3962.1,3964.4
202303200728,3963.8,3965.3,3963.7,3965.3,3964.4,3965.8,3964.1,3965.8
202303200729,3965.6,3965.7,3964.4,3965.5,3966,3966,3965,3966
202303200730,3965.5,3972.8,3964.9,3971,3966,3973.3,3965.4,3971.3
202303200731,3971,3971,3968.7,3970.5,3971.3,3971.6,3969.3,3971
202303200732,3970.5,3975.9,3969.7,3975.9,3971,3976.4,3970.2,3976.4
202303200733,3975.9,3976,3973,3973.4,3976.5,3976.6,3973.5,3973.8
202303200734,3973.4,3973.7,3972.8,3973,3973.8,3974.2,3973.3,3973.5
202303200735,3973,3973.7,3972.7,3973.7,3973.5,3974.3,3973.3,3974.1
202303200736,3973.7,3974.3,3973.7,3973.7,3974.1,3974.8,3974.1,3974.1
202303200737,3973.7,3974.7,3973,3973,3974.1,3975.3,3973.3,3973.3
202303200738,3972.9,3974.2,3972.9,3973.7,3973.4,3974.8,3973.4,3974
202303200739,3973.7,3973.7,3972.7,3973.1,3974,3974.1,3973.2,3973.5
202303200740,3973.1,3973.2,3972.5,3972.5,3973.5,3973.5,3973,3973
202303200741,3972.5,3974.4,3972.5,3973.2,3973,3974.8,3973,3973.8
202303200742,3973.2,3973.3,3972.7,3972.9,3973.8,3973.8,3973.2,3973.5
202303200743,3972.7,3973.3,3972.7,3973.3,3973.3,3973.8,3973.3,3973.6
202303200744,3973.2,3973.2,3972.5,3972.9,3973.5,3973.6,3973,3973.5
202303200745,3972.9,3974.1,3972.9,3973.5,3973.5,3974.5,3973.5,3974.1
202303200746,3973.5,3973.5,3972.5,3972.5,3974.1,3974.1,3973,3973.1
202303200747,3972.5,3972.6,3970.5,3971.7,3973.1,3973.1,3970.8,3972.3
202303200748,3971.8,3971.8,3970.2,3970.7,3972.3,3972.3,3970.7,3971.3
202303200749,3970.7,3971,3970.4,3970.8,3971.3,3971.6,3970.8,3971.3
202303200750,3970.8,3971.3,3969.4,3969.4,3971.4,3971.8,3969.9,3969.9
202303200751,3969.4,3970.2,3969.4,3970.2,3969.9,3970.8,3969.9,3970.8
202303200752,3970.2,3970.6,3970,3970.2,3970.8,3971.1,3970.6,3970.8
202303200753,3970.2,3970.2,3967.5,3967.7,3970.8,3970.8,3968,3968.2
202303200754,3967.7,3967.7,3966.4,3966.7,3968.2,3968.2,3966.9,3967.2
202303200755,3966.7,3968.1,3966.5,3967.4,3967.2,3968.5,3966.9,3967.8
202303200756,3967.4,3968,3967.4,3967.5,3967.8,3968.3,3967.8,3967.9
202303200757,3967.4,3967.4,3965.4,3965.5,3967.8,3967.8,3966,3966.1
202303200758,3965.5,3968,3964.9,3967.7,3966.1,3968.6,3965.3,3968
202303200759,3967.7,3968.2,3967.4,3967.4,3968,3968.6,3967.9,3968
202303200800,3967.5,3967.9,3965.7,3966,3968,3968.3,3966.2,3966.6
202303200801,3966,3966.8,3966,3966.1,3966.6,3967.3,3966.5,3966.5
202303200802,3966.2,3966.8,3965.7,3966.5,3966.6,3967.3,3966.3,3966.9
202303200803,3966.5,3967.1,3966,3967.1,3966.9,3967.5,3966.5,3967.5
202303200804,3967.1,3968,3967,3967.7,3967.5,3968.5,3967.5,3968.2
202303200805,3967.7,3968,3966.4,3966.5,3968.2,3968.6,3966.9,3966.9
202303200806,3966.5,3966.6,3965.9,3966.4,3966.9,3967.1,3966.5,3967
