日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202303080800,3989.9,3990.6,3989.4,3990.6,3990.2,3991.2,3990,3991
202303080801,3990.7,3990.9,3990.2,3990.9,3991,3991.3,3990.7,3991.2
202303080802,3990.9,3991.2,3990.3,3990.7,3991.2,3991.6,3990.6,3991.3
202303080803,3990.7,3991.3,3990.7,3991.3,3991.3,3991.8,3991,3991.6
202303080804,3991.3,3991.5,3990.7,3990.9,3991.6,3991.9,3991.3,3991.3
202303080805,3990.9,3991.8,3990.7,3991.8,3991.3,3992.1,3991.1,3992.1
202303080806,3991.8,3992.7,3991.8,3992.2,3992.1,3993,3992.1,3992.8
202303080807,3992.2,3992.5,3992,3992,3992.8,3992.8,3992.4,3992.4
202303080808,3992,3992.4,3991.7,3991.8,3992.4,3992.8,3992.1,3992.2
202303080809,3991.8,3992.4,3991.7,3992.2,3992.2,3992.8,3992.2,3992.7
202303080810,3992.2,3992.3,3991.5,3991.5,3992.7,3992.8,3991.8,3991.8
202303080811,3991.5,3991.5,3991.2,3991.2,3991.8,3991.8,3991.5,3991.6
202303080812,3991.2,3992,3991.2,3991.8,3991.6,3992.3,3991.5,3992.1
202303080813,3991.7,3992,3991.4,3992,3992,3992.3,3991.8,3992.3
202303080814,3991.9,3991.9,3991.5,3991.7,3992.2,3992.3,3992,3992
202303080815,3991.7,3992.2,3991.7,3991.7,3992,3992.6,3992,3992
202303080816,3991.7,3991.7,3989.9,3990,3992,3992.1,3990.5,3990.6
202303080817,3990,3990.5,3990,3990.3,3990.5,3990.8,3990.3,3990.6
202303080818,3990.2,3990.9,3990.2,3990.5,3990.5,3991.3,3990.5,3990.8
202303080819,3990.5,3990.7,3990.4,3990.4,3990.8,3991.1,3990.8,3991
202303080820,3990.5,3990.5,3989.9,3990,3990.9,3991,3990.2,3990.3
202303080821,3990,3990,3989.4,3989.5,3990.3,3990.3,3989.7,3989.9
202303080822,3989.5,3990,3989.4,3990,3989.9,3990.3,3989.8,3990.3
202303080823,3989.9,3991,3989.9,3991,3990.2,3991.4,3990.2,3991.3
202303080824,3991,3991.2,3990.7,3990.8,3991.3,3991.6,3991.2,3991.2
202303080825,3990.8,3991.5,3990.7,3991.5,3991.2,3991.9,3991,3991.9
202303080826,3991.4,3991.7,3991.2,3991.2,3992,3992,3991.5,3991.8
202303080827,3991.2,3991.4,3991.2,3991.2,3991.8,3991.8,3991.6,3991.6
202303080828,3991.2,3991.4,3990.5,3990.7,3991.6,3991.8,3991,3991
202303080829,3990.7,3991.7,3990.7,3991.6,3991,3992,3991,3992
202303080830,3991.6,3991.9,3990.4,3990.9,3992,3992.3,3990.9,3991.3
202303080831,3990.9,3991.2,3990.7,3990.9,3991.3,3991.6,3991.1,3991.3
202303080832,3990.9,3991.5,3990.8,3991.5,3991.3,3992,3991.3,3991.8
202303080833,3991.5,3991.9,3991.4,3991.5,3991.8,3992.3,3991.8,3991.9
202303080834,3991.5,3991.8,3991.2,3991.8,3991.9,3992.1,3991.7,3992.1
202303080835,3991.7,3991.9,3991.4,3991.7,3992,3992.3,3992,3992
202303080836,3991.7,3992,3991.4,3992,3992,3992.5,3991.8,3992.3
202303080837,3992,3992.2,3991.7,3992.2,3992.3,3992.6,3992.2,3992.5
202303080838,3992.2,3992.4,3991.8,3992.4,3992.5,3992.8,3992.1,3992.7
202303080839,3992.5,3992.7,3991.9,3992,3992.8,3993,3992.3,3992.3
202303080840,3992,3992.2,3991.8,3992,3992.3,3992.8,3992.1,3992.5
202303080841,3992,3992,3991.2,3991.4,3992.3,3992.3,3991.5,3991.7
202303080842,3991.4,3991.7,3991.4,3991.7,3991.7,3992,3991.7,3992
202303080843,3991.7,3992.2,3991.5,3992.2,3992,3992.5,3991.8,3992.5
202303080844,3992.2,3992.2,3991.7,3991.7,3992.5,3992.6,3992,3992
202303080845,3991.7,3992,3991.5,3992,3992,3992.3,3991.8,3992.3
202303080846,3992,3992.2,3991.5,3991.5,3992.3,3992.6,3991.8,3991.8
202303080847,3991.5,3991.8,3991.5,3991.8,3991.8,3992.1,3991.8,3992.1
202303080848,3991.7,3991.7,3991.5,3991.7,3992,3992,3992,3992
202303080849,3991.7,3991.8,3991.2,3991.8,3992,3992.3,3991.7,3992.1
202303080850,3991.7,3991.8,3991.5,3991.7,3992,3992.3,3992,3992
202303080851,3991.7,3992,3991.7,3992,3992,3992.3,3992,3992.3
202303080852,3992,3992.2,3991.7,3992.2,3992.3,3992.6,3992.2,3992.5
202303080853,3992.2,3992.2,3991.7,3992,3992.5,3992.5,3992.2,3992.3
202303080854,3992,3992.2,3991.7,3992,3992.3,3992.6,3992.2,3992.3
202303080855,3992,3992.1,3991.7,3991.8,3992.3,3992.5,3992.1,3992.1
202303080856,3991.7,3991.8,3991,3991.5,3992,3992.2,3991.3,3991.8
202303080857,3991.5,3992,3991.5,3991.9,3991.8,3992.3,3991.8,3992.3
202303080858,3991.9,3991.9,3991.5,3991.5,3992.3,3992.3,3991.8,3991.8
202303080859,3991.5,3991.7,3991.2,3991.3,3991.8,3992,3991.6,3991.6
202303080900,3991.3,3991.8,3991.2,3991.7,3991.6,3992.1,3991.6,3992
202303080901,3991.7,3992.2,3991.5,3991.5,3992,3992.5,3991.8,3991.8
202303080902,3991.5,3992,3991,3991,3991.8,3992.3,3991.3,3991.5
202303080903,3991,3991.2,3990,3990.2,3991.5,3991.5,3990.5,3990.5
202303080904,3990.2,3990.2,3988.7,3988.9,3990.5,3990.6,3989,3989.2
202303080905,3988.9,3989.2,3988,3989.2,3989.2,3989.5,3988.3,3989.5
202303080906,3989.2,3990,3988.6,3989.7,3989.5,3990.3,3989,3990.3
202303080907,3989.7,3990.3,3989.7,3989.7,3990.3,3990.6,3990,3990
202303080908,3989.7,3989.7,3989,3989,3990,3990,3989.5,3989.6
202303080909,3989,3989.1,3988.5,3988.5,3989.6,3989.6,3988.8,3988.8
202303080910,3988.6,3988.6,3987,3987.7,3988.9,3988.9,3987.4,3988
202303080911,3987.7,3988.6,3987.4,3987.7,3988,3989,3987.9,3988
202303080912,3987.7,3988,3987.7,3987.7,3988,3988.4,3988,3988
202303080913,3987.7,3988.2,3987.6,3987.9,3988,3988.8,3988,3988.2
202303080914,3987.9,3988.2,3987.6,3988,3988.2,3988.5,3988,3988.5
202303080915,3988,3988.2,3987.2,3987.2,3988.3,3988.5,3987.5,3987.5
202303080916,3987.2,3987.3,3986.2,3986.3,3987.5,3987.8,3986.6,3986.7
202303080917,3986.3,3986.5,3985.5,3985.8,3986.7,3986.8,3985.8,3986.2
202303080918,3985.8,3988,3985.7,3988,3986.2,3988.5,3986.2,3988.3
202303080919,3988,3988.9,3987.9,3988,3988.3,3989.3,3988.3,3988.5
202303080920,3988,3988.5,3988,3988,3988.5,3988.8,3988.3,3988.3
202303080921,3988,3988.9,3988,3988.7,3988.3,3989.3,3988.3,3989.3
202303080922,3988.7,3989.1,3988.7,3989,3989.3,3989.6,3989,3989.3
202303080923,3989,3989,3988.7,3989,3989.3,3989.3,3989,3989.3
202303080924,3989,3989,3988.2,3988.5,3989.3,3989.5,3988.7,3988.8
202303080925,3988.5,3988.5,3988,3988,3988.8,3989,3988.3,3988.3
202303080926,3988,3988,3987,3987.2,3988.3,3988.3,3987.3,3987.5
202303080927,3987.2,3988,3986.7,3988,3987.5,3988.6,3987.1,3988.5
202303080928,3988,3988.4,3987.9,3988.2,3988.5,3988.8,3988.3,3988.8
202303080929,3988.2,3989.2,3988.2,3989.2,3988.8,3989.5,3988.7,3989.5
202303080930,3989.1,3989.7,3989.1,3989.5,3989.5,3990,3989.5,3989.8
202303080931,3989.5,3989.6,3988.7,3989,3989.8,3990,3989.1,3989.3
202303080932,3989,3989.9,3988.7,3989.8,3989.3,3990.3,3989.2,3990.2
202303080933,3989.8,3990.2,3989.2,3989.2,3990.2,3990.5,3989.6,3989.8
202303080934,3989.2,3989.4,3988.5,3988.5,3989.8,3989.8,3989,3989
202303080935,3988.5,3989.2,3988.5,3989,3989,3989.6,3989,3989.3
202303080936,3989,3989.5,3988.2,3988.7,3989.3,3989.8,3988.7,3989
202303080937,3988.7,3988.7,3988.2,3988.2,3989,3989,3988.6,3988.7
202303080938,3988.2,3988.7,3988,3988.3,3988.7,3989.1,3988.5,3988.6
202303080939,3988.3,3988.5,3988.2,3988.5,3988.6,3989,3988.5,3988.8
202303080940,3988.5,3989.5,3988.5,3989.1,3988.8,3989.8,3988.8,3989.5
202303080941,3989.1,3989.1,3988.5,3988.5,3989.5,3989.5,3988.8,3989
202303080942,3988.5,3989.2,3988.5,3988.9,3989,3989.5,3989,3989.2
202303080943,3988.9,3989.2,3988.8,3989,3989.2,3989.6,3989.2,3989.3
202303080944,3989,3989,3988.7,3989,3989.3,3989.5,3989.2,3989.3
202303080945,3989,3989,3988.5,3988.5,3989.3,3989.5,3988.9,3988.9
202303080946,3988.5,3989,3988.4,3988.5,3988.9,3989.3,3988.8,3988.8
202303080947,3988.5,3989,3988.5,3988.7,3988.8,3989.4,3988.8,3989
202303080948,3988.7,3988.7,3987.4,3987.7,3989,3989.3,3987.8,3988
202303080949,3987.7,3988.5,3987.5,3988.3,3988,3988.9,3988,3988.6
202303080950,3988.2,3988.7,3988.2,3988.7,3988.5,3989,3988.5,3989
202303080951,3988.7,3989,3988.5,3988.5,3989,3989.3,3988.8,3988.8
202303080952,3988.5,3988.8,3988.4,3988.7,3988.8,3989.2,3988.8,3989
202303080953,3988.8,3988.8,3988.4,3988.5,3989.1,3989.3,3988.8,3988.8
202303080954,3988.5,3988.5,3988.2,3988.3,3988.8,3989,3988.6,3988.6
202303080955,3988.3,3988.7,3988.2,3988.5,3988.6,3989.1,3988.6,3988.8
202303080956,3988.5,3988.7,3988.3,3988.4,3988.8,3989.1,3988.7,3988.7
202303080957,3988.4,3989.5,3988.4,3989.3,3988.7,3989.8,3988.7,3989.6
202303080958,3989.2,3989.7,3989.2,3989.5,3989.5,3990,3989.5,3989.8
202303080959,3989.5,3989.7,3989.2,3989.4,3989.8,3990,3989.7,3989.8
202303081000,3989.4,3989.6,3989,3989.6,3989.8,3989.9,3989.5,3989.9
202303081001,3989.6,3990.2,3989.4,3989.8,3990,3990.5,3989.9,3990.2
202303081002,3989.8,3989.8,3989,3989.2,3990.2,3990.3,3989.3,3989.5
202303081003,3989.2,3989.5,3989.1,3989.4,3989.5,3989.8,3989.5,3989.7
202303081004,3989.5,3989.5,3988.4,3988.5,3989.8,3989.8,3988.7,3988.8
202303081005,3988.5,3988.7,3988.2,3988.4,3988.8,3989,3988.5,3988.7
202303081006,3988.4,3989,3988.2,3989,3988.7,3989.5,3988.7,3989.3
202303081007,3989,3989.2,3988.7,3989.2,3989.3,3989.5,3989.1,3989.5
202303081008,3989.2,3989.4,3988.7,3988.8,3989.5,3989.8,3989.1,3989.1
202303081009,3988.7,3989.2,3988.5,3988.7,3989,3989.6,3988.8,3989
202303081010,3988.7,3989.4,3988.7,3989.2,3989,3989.8,3989,3989.5
202303081011,3989.2,3990,3989.2,3989.7,3989.5,3990.5,3989.5,3990.3
202303081012,3989.7,3990.3,3989.7,3990,3990.3,3990.6,3990.2,3990.6
202303081013,3990,3990.3,3989.8,3990,3990.5,3990.6,3990.2,3990.3
202303081014,3990,3990.5,3989.9,3990.5,3990.3,3990.8,3990.3,3990.8
