日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202105060700,4158.9,4160.4,4158.2,4159.5,4159.2,4161,4158.9,4160.1
202105060701,4159.5,4159.9,4159.2,4159.5,4160.1,4160.3,4159.6,4159.8
202105060702,4159.5,4159.6,4159,4159.5,4159.8,4160,4159.5,4159.8
202105060703,4159.5,4159.5,4159,4159,4159.8,4159.8,4159.3,4159.3
202105060704,4158.9,4159.4,4158.8,4159.3,4159.2,4159.8,4159.2,4159.6
202105060705,4159.3,4160.2,4159.2,4160.2,4159.6,4160.5,4159.6,4160.5
202105060706,4160.2,4160.2,4159.4,4159.5,4160.5,4160.5,4159.8,4159.8
202105060707,4159.5,4159.5,4158.9,4159,4159.8,4159.9,4159.3,4159.3
202105060708,4159,4159.1,4156.8,4157.2,4159.3,4159.6,4157.1,4157.5
202105060709,4157.2,4158,4156.9,4157.4,4157.5,4158.6,4157.2,4158
202105060710,4157.4,4157.5,4156.4,4156.9,4158,4158,4156.7,4157.5
202105060711,4156.9,4157.6,4156.5,4157.5,4157.5,4158,4157,4157.9
202105060712,4157.5,4157.7,4157.4,4157.7,4157.9,4158,4157.8,4158
202105060713,4157.8,4158,4157.7,4158,4158.1,4158.4,4158,4158.4
202105060714,4158,4158.2,4157.8,4158,4158.4,4158.5,4158.2,4158.4
202105060715,4158,4158.1,4157.7,4158,4158.4,4158.5,4158,4158.3
202105060716,4158,4158,4157.5,4157.5,4158.3,4158.3,4157.8,4157.8
202105060717,4157.5,4157.5,4156.7,4157,4157.8,4157.8,4157.1,4157.3
202105060718,4157,4157.2,4156.7,4157.2,4157.3,4157.5,4157.1,4157.5
202105060719,4157.2,4157.2,4156.9,4157,4157.5,4157.5,4157.2,4157.3
202105060720,4157,4157,4156.7,4156.9,4157.3,4157.5,4157,4157.2
202105060721,4156.9,4157,4155.9,4156,4157.2,4157.3,4156.3,4156.6
202105060722,4156,4156.2,4155.7,4156,4156.6,4156.6,4156.1,4156.3
202105060723,4156,4156.2,4155.2,4155.3,4156.3,4156.5,4155.6,4155.6
202105060724,4155.2,4156.4,4155,4156.4,4155.5,4156.8,4155.5,4156.7
202105060725,4156.4,4156.4,4156,4156.2,4156.7,4156.7,4156.3,4156.5
202105060726,4156.2,4156.4,4156,4156.4,4156.5,4156.7,4156.3,4156.7
202105060727,4156.5,4156.7,4156.4,4156.5,4156.8,4157.1,4156.8,4156.8
202105060728,4156.5,4156.8,4156.4,4156.7,4156.8,4157.1,4156.7,4157
202105060729,4156.7,4156.8,4156.7,4156.8,4157,4157.1,4157,4157.1
202105060730,4156.7,4158.5,4156.7,4158,4157,4159,4157,4158.3
202105060731,4158,4158.5,4158,4158.1,4158.3,4158.8,4158.3,4158.4
202105060732,4158.1,4158.1,4157.5,4157.7,4158.4,4158.4,4157.8,4158
202105060733,4157.7,4157.7,4156.5,4157.2,4158,4158,4157,4157.5
202105060734,4157.2,4157.2,4156.7,4156.8,4157.5,4157.5,4157.1,4157.2
202105060735,4156.8,4157,4156.7,4157,4157.2,4157.3,4157.1,4157.3
202105060736,4156.9,4156.9,4156.3,4156.3,4157.2,4157.2,4156.6,4156.6
202105060737,4156.2,4156.2,4155.7,4155.7,4156.5,4156.7,4156,4156
202105060738,4155.7,4156.2,4155.7,4156.2,4156,4156.5,4156,4156.5
202105060739,4156.2,4156.4,4156.2,4156.4,4156.5,4156.8,4156.5,4156.7
202105060740,4156.4,4156.4,4155.9,4156,4156.7,4156.7,4156.2,4156.3
202105060741,4156,4156,4156,4156,4156.3,4156.3,4156.3,4156.3
202105060742,4156,4156,4155.2,4155.4,4156.3,4156.3,4155.6,4155.7
202105060743,4155.5,4155.7,4155.2,4155.7,4155.8,4156,4155.6,4156
202105060744,4155.7,4155.7,4155.3,4155.5,4156,4156,4155.6,4155.8
202105060745,4155.4,4155.7,4155.2,4155.7,4155.7,4156,4155.7,4156
202105060746,4155.7,4155.7,4155.4,4155.6,4156,4156,4155.7,4156
202105060747,4155.6,4155.8,4155.6,4155.8,4156,4156.1,4156,4156.1
202105060748,4155.8,4155.8,4155.5,4155.6,4156.1,4156.1,4156,4156
202105060749,4155.6,4155.7,4155.4,4155.7,4156,4156,4155.8,4156
202105060750,4155.7,4155.8,4155.4,4155.8,4156,4156.3,4155.8,4156.1
202105060751,4155.8,4155.8,4155.2,4155.3,4156.1,4156.3,4155.6,4155.7
202105060752,4155.3,4155.7,4155.2,4155.7,4155.7,4156,4155.6,4156
202105060753,4155.8,4156.2,4155.7,4156.1,4156.1,4156.6,4156.1,4156.5
202105060754,4156.1,4156.2,4155.7,4155.8,4156.5,4156.6,4156.1,4156.1
202105060755,4155.8,4156,4155.5,4156,4156.1,4156.5,4155.9,4156.3
202105060756,4156,4156.3,4156,4156.2,4156.3,4156.6,4156.3,4156.5
202105060757,4156.1,4157,4156.1,4157,4156.4,4157.5,4156.4,4157.4
202105060758,4157,4157.1,4156.4,4156.4,4157.4,4157.5,4156.8,4157
202105060759,4156.4,4156.5,4155.5,4155.5,4157,4157,4155.8,4155.8
202105060800,4155.5,4156,4155.5,4155.7,4155.8,4156.3,4155.8,4156
202105060801,4155.8,4156.2,4155.5,4155.5,4156.1,4156.5,4155.8,4155.8
202105060802,4155.5,4155.9,4155.5,4155.9,4155.8,4156.2,4155.8,4156.2
202105060803,4156,4156,4155.5,4155.6,4156.3,4156.3,4155.8,4155.9
202105060804,4155.6,4155.9,4155.5,4155.9,4155.9,4156.3,4155.8,4156.2
202105060805,4156,4156,4155.5,4155.9,4156.3,4156.3,4155.8,4156.2
202105060806,4155.9,4156.5,4155.9,4156.2,4156.2,4156.9,4156.2,4156.5
202105060807,4156.2,4156.6,4156.2,4156.6,4156.5,4157.1,4156.5,4157
202105060808,4156.6,4158.5,4156.4,4158,4157,4158.8,4156.8,4158.3
202105060809,4158,4158.5,4158,4158.2,4158.3,4158.8,4158.3,4158.5
202105060810,4158.2,4158.2,4157.2,4157.4,4158.5,4158.5,4157.7,4157.7
202105060811,4157.4,4157.4,4157.2,4157.4,4157.7,4157.8,4157.5,4157.7
202105060812,4157.5,4157.5,4157.2,4157.3,4157.8,4157.8,4157.5,4157.6
202105060813,4157.2,4158,4157.2,4158,4157.5,4158.3,4157.5,4158.3
202105060814,4158,4159.2,4158,4158,4158.3,4159.5,4158.3,4158.3
202105060815,4158,4158.2,4157.5,4158,4158.3,4158.5,4157.8,4158.4
202105060816,4158,4158,4157.7,4157.8,4158.4,4158.4,4158,4158.1
202105060817,4157.8,4158,4157.7,4158,4158.1,4158.5,4158.1,4158.4
202105060818,4158,4158,4157.9,4157.9,4158.4,4158.4,4158.2,4158.2
202105060819,4157.9,4157.9,4157.5,4157.5,4158.2,4158.3,4157.8,4157.8
202105060820,4157.5,4157.7,4157.2,4157.3,4157.8,4158,4157.6,4157.6
202105060821,4157.3,4157.3,4156.7,4157,4157.6,4157.6,4157,4157.3
202105060822,4157,4157,4156.4,4156.7,4157.3,4157.3,4157,4157.1
202105060823,4156.7,4156.9,4156.5,4156.5,4157.1,4157.3,4156.8,4156.8
202105060824,4156.5,4156.7,4156.5,4156.5,4156.8,4157,4156.8,4156.8
202105060825,4156.5,4157,4156.5,4157,4156.8,4157.3,4156.8,4157.3
202105060826,4157,4157.3,4157,4157.3,4157.3,4157.7,4157.3,4157.6
202105060827,4157.3,4158,4157.3,4157.5,4157.6,4158.3,4157.6,4157.8
202105060828,4157.5,4157.8,4157.5,4157.7,4157.8,4158.1,4157.8,4158
202105060829,4157.7,4158,4157.5,4157.8,4158,4158.3,4157.8,4158.2
202105060830,4157.8,4157.9,4157.4,4157.6,4158.2,4158.3,4157.8,4158
202105060831,4157.6,4157.8,4157.4,4157.5,4158,4158.3,4157.8,4157.8
202105060832,4157.5,4157.5,4156.2,4156.4,4157.8,4157.8,4156.6,4156.8
202105060833,4156.4,4156.4,4155.7,4156,4156.8,4156.8,4156.1,4156.4
202105060834,4156,4156.3,4155.7,4156.2,4156.4,4156.6,4156.3,4156.5
202105060835,4156.2,4156.6,4155.9,4156.5,4156.5,4157,4156.3,4157
202105060836,4156.5,4156.5,4156.3,4156.3,4157,4157.1,4156.6,4156.6
202105060837,4156.3,4156.5,4156.2,4156.4,4156.6,4156.8,4156.6,4156.7
202105060838,4156.4,4156.7,4156.4,4156.5,4156.7,4157,4156.7,4157
202105060839,4156.5,4156.7,4156.2,4156.2,4157,4157,4156.5,4156.5
202105060840,4156.2,4156.7,4156.2,4156.5,4156.5,4157.1,4156.5,4156.9
202105060841,4156.5,4157.7,4156.5,4157.7,4156.9,4158,4156.8,4158
202105060842,4157.7,4157.8,4157.5,4157.7,4158,4158.1,4157.8,4158
202105060843,4157.7,4157.8,4157.4,4157.5,4158,4158.1,4157.8,4157.9
202105060844,4157.5,4157.7,4156.9,4157.2,4157.9,4158,4157.2,4157.5
202105060845,4157.2,4158.1,4156.7,4156.7,4157.5,4158.5,4157,4157
202105060846,4156.7,4157.6,4156.7,4157.5,4157,4158,4157,4157.8
202105060847,4157.5,4157.7,4157.2,4157.4,4157.8,4158.1,4157.6,4157.8
202105060848,4157.4,4157.4,4156.9,4157.3,4157.8,4157.8,4157.3,4157.7
202105060849,4157.3,4157.5,4157.2,4157.5,4157.7,4158,4157.6,4157.8
202105060850,4157.5,4158.5,4157.5,4158.5,4157.8,4158.8,4157.8,4158.8
202105060851,4158.5,4158.7,4158.2,4158.2,4158.8,4159,4158.7,4158.8
202105060852,4158.3,4159.5,4158,4159.5,4158.6,4159.8,4158.4,4159.8
202105060853,4159.4,4160.8,4159.4,4160.6,4159.7,4161.3,4159.7,4161
202105060854,4160.6,4160.8,4160.2,4160.5,4161,4161.3,4160.6,4160.8
202105060855,4160.5,4160.7,4160,4160.2,4160.8,4161.1,4160.5,4160.8
202105060856,4160.2,4160.5,4160.2,4160.2,4160.8,4161,4160.5,4160.5
202105060857,4160.2,4160.2,4159.7,4160,4160.5,4160.6,4160.1,4160.3
202105060858,4160,4160.7,4159.9,4160.5,4160.3,4161,4160.3,4160.9
202105060859,4160.5,4160.9,4160.4,4160.5,4160.9,4161.3,4160.8,4161
202105060900,4160.5,4160.9,4160,4160.5,4161,4161.3,4160.3,4160.8
202105060901,4160.5,4162,4160.5,4161,4160.8,4162.3,4160.8,4161.3
202105060902,4161,4161.5,4160.5,4161.5,4161.3,4161.8,4161,4161.8
202105060903,4161.5,4161.7,4160.5,4160.7,4161.8,4162,4160.8,4161
202105060904,4160.8,4162,4160.5,4161.5,4161.1,4162.4,4161,4161.9
202105060905,4161.5,4161.7,4161.2,4161.3,4161.9,4162,4161.6,4161.6
202105060906,4161.3,4161.4,4160.7,4161,4161.6,4161.8,4161.1,4161.5
202105060907,4161,4161.4,4160.7,4161,4161.5,4161.8,4161.1,4161.3
202105060908,4160.9,4160.9,4159,4159.4,4161.2,4161.3,4159.5,4159.7
202105060909,4159.4,4159.8,4159,4159.4,4159.7,4160.3,4159.4,4159.7
202105060910,4159.4,4159.5,4159,4159.5,4159.7,4159.8,4159.3,4159.8
202105060911,4159.5,4160.7,4159.5,4160.5,4159.8,4161,4159.8,4160.8
202105060912,4160.5,4160.5,4160,4160,4160.8,4160.8,4160.3,4160.4
202105060913,4160,4160.2,4159.4,4159.5,4160.4,4160.8,4159.8,4160.1
202105060914,4159.5,4159.7,4159.2,4159.2,4160,4160.1,4159.7,4159.8
202105060915,4159.2,4160,4159.2,4159.8,4159.8,4160.3,4159.7,4160.1
202105060916,4159.8,4160.3,4159.5,4159.6,4160.1,4160.6,4159.8,4160
202105060917,4159.6,4160.1,4159.5,4160,4160,4160.6,4159.8,4160.3
202105060918,4159.9,4160.4,4159.9,4160,4160.2,4160.8,4160.2,4160.3
202105060919,4160,4160.2,4159.7,4160,4160.3,4160.5,4160.1,4160.3
202105060920,4159.9,4160.3,4159.7,4159.9,4160.2,4160.7,4160.1,4160.2
202105060921,4160,4160.3,4159.8,4160.3,4160.3,4160.6,4160.2,4160.6
202105060922,4160.2,4160.2,4159.5,4159.5,4160.5,4160.5,4159.8,4159.9
202105060923,4159.5,4159.7,4159.2,4159.7,4159.9,4160,4159.5,4160
202105060924,4159.7,4160,4159.5,4159.7,4160,4160.5,4159.8,4160
202105060925,4159.8,4160,4159.7,4159.8,4160.1,4160.3,4160,4160.1
202105060926,4159.8,4159.8,4159.5,4159.7,4160.1,4160.1,4159.8,4160
202105060927,4159.7,4160,4159.7,4159.8,4160,4160.3,4160,4160.1
202105060928,4159.8,4160,4159.7,4160,4160.1,4160.3,4160.1,4160.3
202105060929,4160,4160.2,4159.7,4159.9,4160.3,4160.5,4160.1,4160.2
202105060930,4160,4160,4159.7,4159.9,4160.3,4160.3,4160,4160.2
202105060931,4160,4160.7,4160,4160.4,4160.3,4161,4160.3,4160.7
202105060932,4160.4,4160.5,4160.2,4160.3,4160.7,4160.8,4160.5,4160.6
202105060933,4160.3,4160.5,4160.3,4160.4,4160.6,4160.8,4160.6,4160.7
202105060934,4160.5,4160.7,4160,4160,4160.8,4161,4160.3,4160.3
202105060935,4160,4160.2,4159.4,4159.7,4160.3,4160.5,4159.7,4160
202105060936,4159.7,4160.7,4159.7,4160.1,4160,4161,4160,4160.5
202105060937,4160.1,4160.3,4159.9,4160.2,4160.5,4160.6,4160.2,4160.5
202105060938,4160.3,4160.5,4159.9,4160.2,4160.6,4160.8,4160.2,4160.5
202105060939,4160.2,4161.3,4160,4161.2,4160.5,4161.6,4160.5,4161.5
202105060940,4161.2,4161.5,4160.9,4161.2,4161.5,4161.8,4161.3,4161.5
202105060941,4161.2,4161.2,4160.7,4161,4161.5,4161.5,4161,4161.3
202105060942,4161,4161.3,4161,4161.2,4161.3,4161.6,4161.3,4161.5
202105060943,4161.2,4162.2,4161.2,4162.2,4161.5,4162.6,4161.5,4162.5
202105060944,4162.2,4162.5,4162,4162,4162.5,4162.8,4162.3,4162.4
202105060945,4162,4162.4,4162,4162.2,4162.4,4162.8,4162.4,4162.5
202105060946,4162.2,4162.8,4162.2,4162.5,4162.5,4163.3,4162.5,4162.9
202105060947,4162.5,4163,4162.5,4163,4162.9,4163.5,4162.9,4163.5
202105060948,4163,4163.4,4162.9,4163.2,4163.5,4163.8,4163.3,4163.8
202105060949,4163.2,4164.2,4163.2,4164,4163.8,4164.5,4163.7,4164.3
202105060950,4164,4164.1,4163.5,4163.8,4164.3,4164.5,4163.8,4164.1
202105060951,4163.7,4164.4,4163.7,4164.3,4164,4164.8,4164,4164.6
202105060952,4164.3,4164.3,4163.5,4163.6,4164.6,4164.6,4163.9,4163.9
202105060953,4163.4,4163.5,4163,4163.3,4163.7,4163.8,4163.5,4163.6
202105060954,4163.3,4163.4,4163.2,4163.4,4163.6,4163.8,4163.5,4163.7
202105060955,4163.4,4163.6,4163.2,4163.5,4163.7,4164,4163.7,4163.8
202105060956,4163.5,4163.5,4163,4163,4163.8,4163.8,4163.3,4163.3
202105060957,4163,4163.2,4162.7,4163,4163.3,4163.5,4163.2,4163.3
202105060958,4163,4163,4162.5,4162.7,4163.3,4163.3,4163,4163
202105060959,4162.7,4162.9,4162.4,4162.7,4163,4163.3,4162.9,4163
202105061000,4162.7,4162.9,4162.5,4162.8,4163,4163.2,4162.8,4163.1
202105061001,4162.8,4163.2,4162.5,4163.2,4163.1,4163.5,4162.8,4163.5
202105061002,4163.2,4163.2,4162.5,4162.5,4163.5,4163.5,4162.8,4162.8
202105061003,4162.5,4162.7,4162.5,4162.7,4162.8,4163,4162.8,4163
202105061004,4162.7,4163,4162.5,4163,4163,4163.3,4163,4163.3
202105061005,4163,4163.5,4163,4163.4,4163.3,4163.8,4163.3,4163.7
202105061006,4163.4,4164.5,4163.4,4164.5,4163.7,4164.8,4163.7,4164.8
202105061007,4164.5,4164.5,4163.7,4163.8,4164.8,4164.8,4164.1,4164.1
202105061008,4163.7,4164,4163.2,4163.7,4164,4164.3,4163.7,4164
202105061009,4163.7,4163.7,4163.4,4163.6,4164,4164,4163.8,4163.9
202105061010,4163.6,4164,4163.6,4164,4163.9,4164.5,4163.9,4164.3
202105061011,4164,4164.2,4164,4164,4164.3,4164.5,4164.3,4164.3
202105061012,4164,4164,4163.2,4163.4,4164.3,4164.5,4163.5,4163.7
202105061013,4163.4,4163.8,4163.4,4163.4,4163.7,4164.1,4163.7,4163.8
202105061014,4163.4,4163.7,4163.2,4163.5,4163.8,4164.1,4163.6,4163.8
202105061015,4163.5,4164.4,4163,4164.2,4163.8,4164.8,4163.4,4164.8
202105061016,4164.2,4164.9,4164.2,4164.4,4164.8,4165.3,4164.6,4164.7
202105061017,4164.4,4164.9,4164,4164.5,4164.7,4165.3,4164.5,4164.8
202105061018,4164.5,4164.6,4164.1,4164.4,4164.8,4165,4164.5,4164.7
202105061019,4164.5,4165.3,4164.4,4165,4164.8,4165.6,4164.8,4165.3
202105061020,4165,4165.4,4164.7,4164.9,4165.3,4165.8,4165.2,4165.2
202105061021,4164.9,4165.5,4164.7,4165.5,4165.2,4166,4165.2,4165.9
202105061022,4165.5,4165.9,4165.4,4165.8,4165.9,4166.3,4165.8,4166.1
202105061023,4165.8,4166.3,4165.2,4165.4,4166.1,4166.7,4165.6,4165.7
202105061024,4165.5,4166.3,4165.4,4166.3,4165.8,4166.8,4165.8,4166.6
202105061025,4166.2,4167.7,4166.2,4167.5,4166.5,4168,4166.5,4167.9
202105061026,4167.5,4167.5,4166.9,4166.9,4167.9,4167.9,4167.2,4167.2
202105061027,4167,4167.3,4166.5,4166.7,4167.3,4167.6,4166.8,4167
202105061028,4166.7,4166.9,4166.5,4166.6,4167,4167.2,4166.8,4167
202105061029,4166.6,4167,4166.5,4166.9,4167,4167.3,4167,4167.2
202105061030,4166.9,4166.9,4166,4166.2,4167.2,4167.3,4166.3,4166.5
202105061031,4166.2,4166.2,4165.9,4166.1,4166.5,4166.6,4166.3,4166.5
202105061032,4166.1,4166.2,4165.5,4165.9,4166.5,4166.5,4165.8,4166.2
202105061033,4165.9,4166.2,4165.2,4165.2,4166.2,4166.6,4165.6,4165.8
202105061034,4165.2,4165.4,4164.7,4165,4165.8,4165.8,4165,4165.5
202105061035,4165,4165.7,4164.9,4165.5,4165.5,4166.1,4165.5,4165.9
202105061036,4165.5,4166,4165.5,4165.6,4165.9,4166.3,4165.8,4165.9
202105061037,4165.7,4165.7,4165.3,4165.7,4166,4166.3,4165.7,4166.3
202105061038,4165.7,4166.1,4165.5,4165.9,4166.3,4166.5,4165.9,4166.5
202105061039,4166,4166.1,4165.3,4165.7,4166.4,4166.6,4165.7,4166
202105061040,4165.7,4166,4165.4,4165.5,4166,4166.3,4165.8,4165.9
202105061041,4165.5,4165.9,4165.4,4165.9,4165.9,4166.3,4165.8,4166.2
202105061042,4165.9,4165.9,4165.4,4165.7,4166.2,4166.3,4165.8,4166
202105061043,4165.7,4165.7,4164.9,4165.2,4166,4166,4165.4,4165.5
202105061044,4165.2,4165.3,4164.7,4164.9,4165.5,4165.8,4165.1,4165.5
202105061045,4165,4165.7,4165,4165.6,4165.4,4166,4165.4,4165.9
202105061046,4165.6,4165.6,4164.9,4165.4,4165.9,4166,4165.3,4165.7
