日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202107140700,4359.4,4360,4359,4359.3,4359.7,4360.4,4359.4,4359.8
202107140701,4359.2,4359.5,4359.2,4359.5,4359.8,4359.9,4359.7,4359.8
202107140702,4359.5,4360,4359.5,4360,4359.8,4360.3,4359.8,4360.3
202107140703,4360,4360.2,4359.7,4360,4360.3,4360.5,4360.1,4360.3
202107140704,4360,4360,4359.7,4359.7,4360.3,4360.3,4360,4360
202107140705,4359.7,4359.7,4359.7,4359.7,4360,4360.2,4360,4360.1
202107140706,4359.7,4359.8,4359.4,4359.7,4360.1,4360.2,4359.8,4360
202107140707,4359.7,4360.2,4359.6,4360.2,4360,4360.5,4360,4360.5
202107140708,4360.2,4360.5,4360.2,4360.2,4360.5,4361.1,4360.5,4360.6
202107140709,4360.2,4360.5,4360.2,4360.4,4360.6,4361,4360.5,4361
202107140710,4360.4,4360.7,4360.4,4360.5,4361,4361.1,4360.8,4360.8
202107140711,4360.5,4360.7,4360.4,4360.4,4360.8,4361,4360.8,4360.8
202107140712,4360.4,4360.5,4360,4360.2,4360.8,4361.1,4360.5,4360.5
202107140713,4360.2,4360.6,4360.2,4360.6,4360.5,4361,4360.5,4361
202107140714,4360.6,4360.6,4360.4,4360.5,4361,4361.1,4360.8,4360.9
202107140715,4360.5,4360.5,4360.5,4360.5,4360.9,4360.9,4360.8,4360.8
202107140716,4360.5,4360.5,4360.4,4360.5,4360.8,4361,4360.8,4360.8
202107140717,4360.5,4360.5,4360.1,4360.2,4360.8,4360.9,4360.5,4360.5
202107140718,4360.2,4360.7,4360.2,4360.7,4360.5,4361,4360.5,4361
202107140719,4360.7,4361,4360.7,4360.9,4361,4361.3,4361,4361.2
202107140720,4360.9,4361,4360.9,4361,4361.2,4361.3,4361.2,4361.3
202107140721,4361,4361.1,4361,4361,4361.3,4361.5,4361.3,4361.3
202107140722,4361,4361,4360.7,4360.7,4361.3,4361.3,4361,4361
202107140723,4360.8,4360.8,4360.7,4360.7,4361.1,4361.1,4361,4361
202107140724,4360.7,4360.7,4360.7,4360.7,4361,4361,4361,4361
202107140725,4360.7,4360.7,4360.5,4360.5,4361,4361.1,4360.8,4361.1
202107140726,4360.5,4360.7,4360.4,4360.7,4361.1,4361.1,4360.9,4361
202107140727,4360.7,4360.7,4360.7,4360.7,4361,4361,4361,4361
202107140728,4360.7,4361,4360.7,4361,4361,4361.5,4361,4361.3
202107140729,4361,4361.1,4360.9,4361,4361.3,4361.5,4361.3,4361.4
202107140730,4361,4361.5,4360.9,4361.4,4361.3,4361.8,4361.3,4361.7
202107140731,4361.5,4361.7,4361.4,4361.4,4361.8,4362,4361.8,4361.9
202107140732,4361.4,4361.5,4361.4,4361.5,4361.9,4362,4361.8,4361.8
202107140733,4361.5,4361.6,4361.5,4361.6,4361.8,4362,4361.8,4361.9
202107140734,4361.7,4361.8,4361.7,4361.8,4362,4362.1,4362,4362.1
202107140735,4361.7,4361.8,4361.7,4361.7,4362,4362.3,4362,4362
202107140736,4361.7,4361.8,4361.7,4361.8,4362,4362.1,4362,4362.1
202107140737,4361.8,4361.8,4361.7,4361.8,4362.1,4362.3,4362.1,4362.1
202107140738,4361.8,4361.8,4361.4,4361.7,4362.1,4362.2,4361.8,4362
202107140739,4361.7,4361.9,4361.4,4361.9,4362,4362.3,4361.8,4362.2
202107140740,4361.9,4362.4,4361.9,4362.4,4362.2,4362.8,4362.2,4362.7
202107140741,4362.4,4362.9,4362.2,4362.8,4362.7,4363.3,4362.5,4363.1
202107140742,4362.8,4362.8,4362.5,4362.7,4363.1,4363.1,4362.8,4363
