日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
202204110700,4488.6,4489.2,4486.2,4487.6,4488.9,4489.8,4486.7,4488.2
202204110701,4487.5,4488.4,4486.4,4487.6,4488.1,4489.1,4487,4488.3
202204110702,4487.8,4490.8,4487.7,4489.3,4488.3,4491.4,4488.3,4489.9
202204110703,4489.3,4489.3,4488.7,4488.9,4489.9,4489.9,4489.2,4489.5
202204110704,4488.9,4489.2,4487.9,4487.9,4489.4,4489.7,4488.3,4488.4
202204110705,4487.9,4487.9,4486.5,4486.7,4488.4,4488.4,4487,4487.2
202204110706,4486.6,4487.4,4486.5,4487.2,4487.2,4488,4487.1,4487.8
202204110707,4487.2,4487.9,4486.8,4487.2,4487.8,4488.5,4487.4,4487.8
202204110708,4487.3,4488,4487.2,4487.7,4487.9,4488.6,4487.8,4488.1
202204110709,4487.7,4487.8,4487.4,4487.7,4488.1,4488.3,4487.8,4488.2
202204110710,4487.7,4488.2,4487.6,4488.2,4488.2,4488.6,4488.2,4488.6
202204110711,4488.2,4488.3,4487.7,4487.9,4488.6,4488.8,4488.4,4488.4
202204110712,4487.8,4487.8,4487.2,4487.2,4488.3,4488.4,4487.7,4488
202204110713,4487.2,4487.5,4486.6,4486.6,4488,4488,4487,4487
202204110714,4486.6,4486.6,4485.6,4486.3,4487,4487.1,4486.2,4486.8
202204110715,4486.3,4486.4,4486.1,4486.2,4486.8,4486.8,4486.5,4486.6
202204110716,4486.2,4486.4,4486,4486.2,4486.6,4486.9,4486.5,4486.8
202204110717,4486.2,4487.1,4486.2,4487.1,4486.7,4487.6,4486.6,4487.5
202204110718,4487.1,4487.2,4486.5,4486.7,4487.5,4487.7,4487.1,4487.1
202204110719,4486.7,4487,4486.4,4486.4,4487.1,4487.4,4487,4487
202204110720,4486.4,4486.4,4486,4486.1,4487,4487,4486.5,4486.5
202204110721,4486.2,4486.2,4485.7,4486.2,4486.6,4486.6,4486.1,4486.5
202204110722,4486.2,4486.2,4485.2,4485.2,4486.5,4486.6,4485.8,4485.8
202204110723,4485.2,4485.4,4484.5,4484.5,4485.9,4485.9,4484.8,4484.8
