日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
201911130800,3091.4,3091.5,3090.6,3090.6,3091.7,3091.8,3090.9,3090.9
201911130801,3090.6,3090.6,3089.2,3089.5,3090.9,3090.9,3089.6,3089.8
201911130802,3089.5,3089.5,3088.7,3088.9,3089.8,3089.8,3089.2,3089.2
201911130803,3089,3089.4,3088.9,3089.2,3089.3,3089.9,3089.3,3089.5
201911130804,3089.1,3089.3,3089,3089.3,3089.5,3089.8,3089.3,3089.8
201911130805,3089.3,3089.4,3088.3,3088.4,3089.8,3089.8,3088.7,3088.7
201911130806,3088.4,3088.8,3088.2,3088.6,3088.7,3089.3,3088.6,3089
201911130807,3088.5,3088.7,3088.4,3088.7,3089.1,3089.1,3088.7,3089
201911130808,3088.7,3088.7,3088.2,3088.2,3089,3089,3088.5,3088.5
201911130809,3088.2,3088.2,3088.2,3088.2,3088.5,3088.5,3088.5,3088.5
201911130810,3088.2,3088.3,3088.2,3088.2,3088.5,3088.6,3088.5,3088.5
201911130811,3088.2,3088.5,3088.2,3088.5,3088.5,3088.8,3088.5,3088.8
201911130812,3088.5,3088.8,3088.5,3088.8,3088.8,3089.1,3088.8,3089.1
201911130813,3088.8,3088.8,3088.5,3088.5,3089.1,3089.1,3088.8,3088.8
201911130814,3088.5,3088.5,3088.5,3088.5,3088.8,3088.8,3088.8,3088.8
201911130815,3088.4,3088.4,3088.2,3088.4,3088.7,3088.8,3088.5,3088.7
201911130816,3088.5,3088.5,3088.4,3088.4,3088.8,3088.8,3088.7,3088.7
201911130817,3088.4,3088.5,3088.4,3088.5,3088.7,3088.8,3088.7,3088.8
201911130818,3088.5,3088.7,3088.2,3088.3,3088.8,3089,3088.6,3088.6
201911130819,3088.3,3088.5,3088.3,3088.5,3088.6,3088.8,3088.6,3088.8
201911130820,3088.5,3088.5,3088.5,3088.5,3088.8,3088.8,3088.8,3088.8
201911130821,3088.5,3088.5,3088.3,3088.3,3088.8,3088.8,3088.6,3088.6
201911130822,3088.3,3088.5,3088.2,3088.5,3088.6,3088.8,3088.5,3088.8
201911130823,3088.5,3088.5,3088.4,3088.5,3088.8,3088.8,3088.7,3088.8
201911130824,3088.5,3088.5,3088.2,3088.4,3088.8,3088.8,3088.6,3088.7
201911130825,3088.4,3088.4,3088.3,3088.4,3088.7,3088.7,3088.7,3088.7
201911130826,3088.5,3088.5,3088.2,3088.3,3088.8,3088.8,3088.6,3088.6
201911130827,3088.3,3088.3,3087.4,3087.7,3088.6,3088.6,3087.8,3088
201911130828,3087.7,3087.8,3087.5,3087.8,3088,3088.3,3087.8,3088.1
201911130829,3087.8,3087.8,3087.7,3087.8,3088.1,3088.2,3088.1,3088.1
201911130830,3087.7,3087.9,3087.6,3087.7,3088,3088.3,3088,3088
201911130831,3087.7,3088.1,3087.7,3088.1,3088,3088.5,3088,3088.4
201911130832,3088.2,3088.4,3088.1,3088.3,3088.5,3088.8,3088.5,3088.6
201911130833,3088.3,3088.3,3088.2,3088.2,3088.6,3088.8,3088.5,3088.5
201911130834,3088.2,3088.3,3088.2,3088.2,3088.5,3088.6,3088.5,3088.5
201911130835,3088.3,3088.3,3088,3088,3088.6,3088.6,3088.3,3088.3
201911130836,3088,3088.3,3088,3088,3088.3,3088.6,3088.3,3088.3
201911130837,3088,3088.5,3088,3088.4,3088.3,3088.8,3088.3,3088.7
201911130838,3088.4,3088.5,3088.4,3088.5,3088.7,3088.8,3088.7,3088.8
201911130839,3088.5,3088.5,3088.4,3088.5,3088.8,3088.8,3088.7,3088.8
201911130840,3088.5,3088.6,3088.5,3088.6,3088.8,3089,3088.8,3088.9
201911130841,3088.5,3088.6,3088.5,3088.6,3088.8,3089,3088.8,3088.9
201911130842,3088.6,3088.7,3088.5,3088.5,3088.9,3089,3088.8,3088.8
201911130843,3088.5,3088.6,3088.5,3088.5,3088.8,3089,3088.8,3088.8
201911130844,3088.5,3088.5,3088.3,3088.5,3088.8,3088.8,3088.6,3088.8
